,brainid,raw_somaxyz,swc42k_raw_somaxyz,swc42k_raw_somaxyz_dist,swc1891_swcfile,swc1891_raw_somaxyz,swc1891_raw_somaxyz_dist,raw_somaregion,regi_somaxyz,swc42k_regi_somaxyz,regi_somaregion_n671_u32,regi_somaregion,regi_somaregion_n671_u32_check,regi_somaregion_check,swc1891_42kfile
42339,18462,"[9970.352, 10457.161, 5550.07]","[9970.36, 10457.16, 5550.06]",0.012845232578025,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00027.swc,[ 9971.968 10460.608  5553.232],4.94888967345226,,"[278.757, 172.812, 321.267]","[278.536, 172.707, 321.316]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_4985.18_Y_5228.58_Z_2775.03.v3dpbd.swc
42340,18462,"[10939.808, 11070.864, 5667.737]","[10939.8, 11070.86, 5667.74]",0.009433981132918,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00028.swc,[10937.984 11074.816  5664.784],5.259799330774266,,"[289.867, 184.474, 304.599]","[289.633, 184.36, 304.649]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_5469.9_Y_5535.43_Z_2833.87.v3dpbd.swc
42341,18462,"[11386.495, 11120.901, 5998.241]","[11386.5, 11120.9, 5998.24]",0.0051961524220149,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00029.swc,[11390.528 11124.48   5999.088],5.458180924080215,,"[308.901, 188.404, 298.968]","[308.68, 188.286, 299.026]",797,ZI,797,ZI,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_5693.25_Y_5560.45_Z_2999.12.v3dpbd.swc
42342,18462,"[11926.308, 11029.76, 5956.89]","[11926.3, 11029.76, 5956.9]",0.012806248475344,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00030.swc,[11939.904 11038.016  5958.   ],15.945057290583096,,"[309.224, 185.299, 290.166]","[309.0, 185.179, 290.225]",804,FF,804,FF,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_5963.15_Y_5514.88_Z_2978.45.v3dpbd.swc
42343,18462,"[12677.759, 11193.305, 5982.689]","[12677.76, 11193.3, 5982.68]",0.0103440804333133,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00032.swc,[12672.    11196.032  5984.   ],6.5054846860163815,,"[313.472, 188.451, 277.29]","[313.407, 188.378, 277.369]",804,FF,804,FF,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_6338.88_Y_5596.65_Z_2991.34.v3dpbd.swc
42354,18462,"[21241.879, 8644.409, 4365.33]","[21241.8, 8644.4, 4365.34]",0.0801373820401461,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00038.swc,[21242.496  8643.52   4368.56 ],3.406451232587904,,"[254.202, 123.576, 128.989]","[254.027, 123.409, 129.061]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10620.9_Y_4322.2_Z_2182.67.v3dpbd.swc
42356,18462,"[20576.285, 10028.871, 5056.492]","[20576.2, 10028.88, 5056.5]",0.0858487041244584,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00040.swc,[20583.424 10028.928  5056.384],7.140044397620291,,"[284.623, 151.542, 143.246]","[284.569, 151.458, 143.293]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10288.1_Y_5014.44_Z_2528.25.v3dpbd.swc
42357,18462,"[20544.156, 10179.013, 5136.84]","[20544.2, 10179.02, 5136.84]",0.0445533388214962,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00041.swc,[20549.695 10174.016  5139.216],7.829170198687755,,"[288.171, 155.348, 144.425]","[288.031, 155.254, 144.468]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10272.1_Y_5089.51_Z_2568.42.v3dpbd.swc
42358,18462,"[20802.229, 10168.611, 5019.841]","[20802.2, 10168.62, 5019.84]",0.0303809150606319,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00042.swc,[20803.393 10171.392  5023.088],4.430786160490286,,"[283.559, 154.375, 138.98]","[283.436, 154.276, 139.016]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10401.1_Y_5084.31_Z_2509.92.v3dpbd.swc
42369,18462,"[22012.404, 11182.646, 3253.467]","[22012.4, 11182.64, 3253.46]",0.0100498756207701,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00048.swc,[22012.031 11184.     3254.   ],1.5021764210630713,,"[187.993, 172.486, 103.153]","[187.751, 172.416, 103.157]",662,GU6b,662,GU6b,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_11006.2_Y_5591.32_Z_1626.73.v3dpbd.swc
42371,18462,"[21728.588, 11291.986, 3173.591]","[21728.6, 11291.98, 3173.6]",0.0161554944209792,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00049.swc,[21731.969 11288.384  3175.136],5.176155909554314,,"[182.333, 174.827, 106.821]","[182.104, 174.75, 106.808]",638,GU6a,638,GU6a,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10864.3_Y_5645.99_Z_1586.8.v3dpbd.swc
42372,18462,"[21448.822, 10448.525, 3331.369]","[21448.8, 10448.52, 3331.36]",0.0242899156035873,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00050.swc,[21453.184 10451.968  3332.   ],5.592803769131916,,"[198.088, 159.585, 116.742]","[197.955, 159.523, 116.776]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10724.4_Y_5224.26_Z_1665.68.v3dpbd.swc
42415,18462,"[20394.064, 10522.405, 5108.729]","[20394.0, 10522.4, 5108.72]",0.0648228354811538,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00051.swc,[20396.801 10520.704  5112.4  ],4.8847529108445125,,"[285.94, 162.177, 146.524]","[285.741, 162.053, 146.558]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10197_Y_5261.2_Z_2554.36.v3dpbd.swc
42416,18462,"[20510.053, 10797.188, 5162.196]","[20510.0, 10797.18, 5162.2]",0.0537494186013567,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00052.swc,[20510.016 10800.     5164.   ],3.3411269057010933,,"[288.475, 168.438, 144.894]","[288.281, 168.316, 144.927]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10255_Y_5398.59_Z_2581.1.v3dpbd.swc
42417,18462,"[21098.311, 11118.82, 5081.698]","[21098.4, 11118.82, 5081.7]",0.0890224690737548,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00053.swc,[21099.713 11122.304  5083.792],4.299848369419307,,"[285.364, 173.524, 133.471]","[285.179, 173.421, 133.503]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10549.2_Y_5559.41_Z_2540.85.v3dpbd.swc
42456,18462,"[21787.893, 7926.269, 5784.485]","[21787.8, 7926.26, 5784.48]",0.0935681569773718,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00054.swc,[21790.016  7923.968  5786.   ],3.478067710669394,,"[318.527, 120.777, 130.185]","[318.422, 120.673, 130.182]",463,CA3,463,CA3,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10893.9_Y_3963.13_Z_2892.24.v3dpbd.swc
42457,18462,"[21016.354, 9122.155, 5532.327]","[21016.4, 9122.16, 5532.32]",0.0467974358292418,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00055.swc,[21018.176  9119.36   5533.984],3.725232610187093,,"[307.961, 138.839, 140.572]","[307.865, 138.709, 140.615]",496345668,LGd-co,496345668,LGd-co,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10508.2_Y_4561.08_Z_2766.16.v3dpbd.swc
42458,18462,"[21608.254, 9760.361, 5402.13]","[21608.2, 9760.36, 5402.12]",0.0549272245795671,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00057.swc,[21610.111  9761.088  5407.024],5.284715129503259,,"[303.9, 151.333, 128.807]","[303.774, 151.236, 128.831]",27,IGL,27,IGL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10804.1_Y_4880.18_Z_2701.06.v3dpbd.swc
42459,18462,"[21758.65, 9706.817, 5605.489]","[21758.6, 9706.82, 5605.48]",0.0508920426028958,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00058.swc,[21758.016  9711.744  5604.176],5.138215059727938,,"[313.206, 152.592, 129.108]","[313.155, 152.516, 129.168]",27,IGL,27,IGL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10879.3_Y_4853.41_Z_2802.74.v3dpbd.swc
42460,18462,"[21157.426, 9624.373, 5670.225]","[21157.4, 9624.38, 5670.22]",0.0273861278732989,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00059.swc,[21158.721  9621.312  5674.368],5.311421184579817,,"[314.522, 150.814, 139.722]","[314.424, 150.71, 139.759]",549,TH,549,TH,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10578.7_Y_4812.19_Z_2835.11.v3dpbd.swc
42461,18462,"[20860.521, 9964.784, 6099.993]","[20860.6, 9964.78, 6100.0]",0.0794103267821974,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00060.swc,[20865.984  9970.048  6105.376],9.30219081722182,,"[333.484, 163.023, 146.869]","[333.372, 162.929, 146.937]",1088,MGm,1088,MGm,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10430.3_Y_4982.39_Z_3050.v3dpbd.swc
42464,18462,"[20458.479, 11693.321, 5378.375]","[20458.4, 11693.32, 5378.38]",0.0791643859299774,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00062.swc,[20448.32  11695.424  5376.432],10.554768543175063,,"[297.067, 189.504, 147.237]","[296.972, 189.395, 147.272]",797,ZI,797,ZI,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10229.2_Y_5846.66_Z_2689.19.v3dpbd.swc
42465,18462,"[20537.971, 11944.259, 5336.689]","[20538.0, 11944.26, 5336.68]",0.0303809150606319,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18462/18462_00063.swc,[20539.584 11939.584  5333.904],5.67570427347871,,"[294.655, 193.873, 145.079]","[294.467, 193.749, 145.106]",797,ZI,797,ZI,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18462/Img_X_10269_Y_5972.13_Z_2668.34.v3dpbd.swc
42615,18463,"[11623.326, 6518.999, 4654.45]","[11623.32, 6519.0, 4654.46]",0.0117046999106176,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00004.swc,[11624.     6518.016  4656.   ],1.955265966563655,,"[238.4, 110.857, 315.88]","[238.192, 110.867, 315.967]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_5811.66_Y_3259.5_Z_2327.23.v3dpbd.swc
42620,18463,"[11823.317, 7952.85, 3796.553]","[11823.32, 7952.86, 3796.56]",0.0125698050896069,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00005.swc,[11824.32   7953.984  3802.528],6.163812943300614,,"[197.369, 140.159, 310.156]","[197.128, 140.045, 310.261]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_5911.66_Y_3976.43_Z_1898.28.v3dpbd.swc
42627,18463,"[11680.866, 7276.884, 4335.532]","[11680.86, 7276.88, 4335.54]",0.0107703296137609,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00007.swc,[11683.776  7276.352  4335.088],2.9913642372669504,,"[223.568, 131.274, 312.559]","[223.387, 131.199, 312.643]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_5840.43_Y_3638.44_Z_2167.77.v3dpbd.swc
42632,18463,"[13264.453, 7026.401, 4051.669]","[13264.46, 7026.4, 4051.66]",0.0114455231420485,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00010.swc,[13268.992  7021.632  4053.008],6.718541731656368,,"[209.952, 113.752, 285.925]","[209.743, 113.685, 286.039]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_6632.23_Y_3513.2_Z_2025.83.v3dpbd.swc
42633,18463,"[13197.707, 8086.527, 3287.921]","[13197.7, 8086.52, 3287.92]",0.0099498743704881,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00011.swc,[13200.896  8084.928  3291.216],4.856289427124679,,"[168.996, 138.221, 291.057]","[168.748, 138.157, 291.166]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_6598.85_Y_4043.26_Z_1643.96.v3dpbd.swc
42696,18463,"[11009.784, 8526.062, 6085.165]","[11009.78, 8526.06, 6085.16]",0.0067082039321034,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00012.swc,[11014.912  8527.296  6086.8  ],5.521989224908712,,"[299.353, 152.163, 322.817]","[299.117, 152.122, 322.876]",484682524,ar,0,,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_5504.89_Y_4263.03_Z_3042.58.v3dpbd.swc
42697,18463,"[11482.664, 8418.468, 5789.184]","[11482.66, 8418.46, 5789.18]",0.0097979589727575,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00013.swc,[11499.827  8421.688  5787.64 ],17.530570583981255,,"[285.816, 146.568, 314.344]","[285.7, 146.511, 314.434]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_5741.33_Y_4209.23_Z_2894.59.v3dpbd.swc
42698,18463,"[11139.022, 8519.219, 6092.405]","[11139.02, 8519.22, 6092.4]",0.0054772255753372,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00014.swc,[11140.722  8520.195  6091.834],2.041719128577018,,"[299.933, 150.943, 320.815]","[299.694, 150.896, 320.873]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_5569.51_Y_4259.61_Z_3046.2.v3dpbd.swc
42699,18463,"[11048.371, 7670.181, 6204.796]","[11048.38, 7670.18, 6204.8]",0.0098994949365153,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00015.swc,[11043.52   7669.888  6207.136],5.393852982793315,,"[298.936, 129.934, 322.925]","[298.744, 129.907, 322.966]",496345668,LGd-co,496345668,LGd-co,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_5524.19_Y_3835.09_Z_3102.4.v3dpbd.swc
42700,18463,"[11590.595, 7801.947, 6190.05]","[11590.6, 7801.94, 6190.04]",0.0131909059590986,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00016.swc,[11589.12   7799.744  6197.04 ],7.475890181108505,,"[300.838, 128.7, 312.977]","[300.561, 128.651, 313.053]",496345668,LGd-co,496345668,LGd-co,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_5795.3_Y_3900.97_Z_3095.02.v3dpbd.swc
42772,18463,"[22006.084, 8275.531, 6287.468]","[22006.0, 8275.54, 6287.46]",0.0848587060932249,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00001.swc,[22006.783  8278.208  6282.224],5.929120170817567,,"[315.293, 130.795, 135.702]","[315.068, 130.661, 135.803]",496345668,LGd-co,496345668,LGd-co,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_11003_Y_4137.77_Z_3143.73.v3dpbd.swc
42773,18463,"[22626.436, 8695.806, 6175.514]","[22626.4, 8695.8, 6175.52]",0.0369864840181195,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00018.swc,[22628.287  8698.176  6177.152],3.424345922945034,,"[312.476, 145.931, 120.311]","[312.175, 145.76, 120.456]",27,IGL,27,IGL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_11313.2_Y_4347.9_Z_3087.76.v3dpbd.swc
42807,18463,"[9814.12, 8998.388, 3923.975]","[9814.12, 8998.38, 3923.98]",0.0094339811334965,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00019.swc,[9814.016 8998.016 3924.   ],0.3870723446607214,,"[197.952, 165.975, 345.976]","[197.686, 165.882, 346.078]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_4907.06_Y_4499.19_Z_1961.99.v3dpbd.swc
42809,18463,"[10039.065, 9338.519, 3955.111]","[10039.06, 9338.52, 3955.12]",0.0103440804333133,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00020.swc,[10040.     9340.032  3956.   ],1.98839508146552,,"[200.533, 172.927, 340.433]","[200.298, 172.85, 340.526]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_5019.53_Y_4669.26_Z_1977.56.v3dpbd.swc
42810,18463,"[9792.628, 9636.53, 3746.708]","[9792.62, 9636.54, 3746.7]",0.0150996688707265,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00021.swc,[9793.984 9638.016 3748.   ],2.3908567502040103,,"[188.929, 178.913, 345.374]","[188.702, 178.829, 345.475]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_4896.31_Y_4818.27_Z_1873.35.v3dpbd.swc
42829,18463,"[10259.371, 10095.322, 3483.082]","[10259.38, 10095.32, 3483.08]",0.0094339811321468,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00024.swc,[10263.872 10098.176  3483.952],5.400112684009361,,"[166.442, 186.732, 336.25]","[166.189, 186.635, 336.378]",583,CLA,583,CLA,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_5129.69_Y_5047.66_Z_1741.54.v3dpbd.swc
42961,18463,"[11520.523, 9031.177, 5756.461]","[11520.52, 9031.18, 5756.46]",0.0043588989431767,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18463/18463_00027.swc,[11521.984  9030.016  5757.424],2.0999549995185585,,"[287.339, 160.977, 311.821]","[287.129, 160.888, 311.882]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18463/Img_X_5760.26_Y_4515.59_Z_2878.23.v3dpbd.swc
